Listed Company's English Name,Listed Company's Chinese Name,Stock Code,Listing Status,Director's English Name,Director's Chinese Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,CHENG Mo Chi Moses,鄭慕智,Non Executive Director,,2004-09-24,
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,JIANG Guo Fang,姜國芳,Independent Non Executive Director,,2022-06-22,
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,JIN Hui Zhi,金惠志,Independent Non Executive Director,,2010-04-16,
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,LEE Seng Hui,李成輝,Non Executive Director,Chairman,2007-04-01,
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,LEE Seng Wei,李成偉,Executive Director,Managing Director,1996-06-22,
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,LO King Yau Edwin,勞景祐,Executive Director,,1999-08-23,
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,NGAI Wah Sang,魏華生,Independent Non Executive Director - A/F,,2004-09-24,
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,SONG Zeng Bin,宋増彬,Executive Director,,2010-04-16,
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,TAO Tsan Sang,杜燦生,Executive Director,,2009-10-31,
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,YANG Lai Sum Lisa,楊麗琛,Independent Non Executive Director,,2007-07-01,
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,MA Sun,馬申,Executive Director,,2003-04-01,2020-09-23
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,LEE Shu Yin,李樹賢,Executive Director,,2017-06-15,2018-01-04
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,LEE Shu Yin,李樹賢,Non Executive Director,,2011-03-18,2017-06-15
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,NG Qing Hai,黃清海,Non Executive Director,,2012-01-18,2013-01-18
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,HU Ai Min,胡愛民,Executive Director,,2010-04-16,2012-09-24
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,NG Qing Hai,黃清海,Executive Director,,2003-04-01,2012-01-18
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,SONG Zeng Bin,宋増彬,Non Executive Director,,2008-06-01,2010-04-16
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,XU Su Jing,徐溯經,Independent Non Executive Director,,2004-09-24,2010-04-16
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,ICHIKAWA Yasushi,市川泰,Executive Director,,2006-05-12,2009-10-31
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,LI Chi Kong,李志剛,Executive Director,,2004-02-13,2009-10-31
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,OKIMOTO Kazunori,,Non Executive Director,,2009-07-20,2009-10-31
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,OSHIMA Yuki,大嶋祐紀,Non Executive Director,,2006-05-12,2008-06-01
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,GAW Goodwin,吳繼偉,Independent Non Executive Director,,2004-09-24,2007-07-01
Tian An China Investments Company Limited,天安中國投資有限公司,28,Current,YANG Lai Sum Lisa,楊麗琛,Non Executive Director,,2004-09-24,2007-07-01
Tianda Pharmaceuticals Limited,天大藥業有限公司,455,Current,CHIU Sung Hong,趙崇康,Independent Non Executive Director,,2008-04-10,
Tianda Pharmaceuticals Limited,天大藥業有限公司,455,Current,FANG Wen Quan,方文權,Executive Director,"Chairman, Managing Director",2003-10-06,
Tianda Pharmaceuticals Limited,天大藥業有限公司,455,Current,FENG Quan Ming,馮全明,Non Executive Director,,2016-03-23,
Tianda Pharmaceuticals Limited,天大藥業有限公司,455,Current,LAM Yat Fai,林日輝,Independent Non Executive Director - A/F,,2004-09-22,
